SR.No.,Company Name,Founder,Sectors,Funded,Invested,Target,Investor,Equity,Days left,Progress,Location,Tax Relife,Likes,Tweets,Share,Content,Photo Url
"11","Earwig Academic Reporting ","Joe Ryan","Education,Retail,Internet Business","24%","£34,780","£140,000 ","18","10.00%","35"," 24%","Ripley, Surrey","SEIS,","4","3","0","Schools now routinely use photos and videos to provide evidence of pupil achievement for Ofsted. Earwig enables them to organise these into a vivid timeline for every pupil, class, and subject.Every parent gets a weekly insight into their children’s school life. Every pupil gets a permanent record of their school life. Earwig make money by licencing the software and by selling photos and videos to parents. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_291146c4023739b40e15c60d7f437d84.jpg"
"12","Orsto ","Paul Gill","IT and Telecommunications ,Technology","37%","£56,070","£150,000 ","66","12.50%","8"," 37%","Durham, County Durham","SEIS,","8","8","6","Orsto Ltd is a design engineering company based in Durham that develops wearable technology products  in particular Smartwatches. Experienced company founder Paul has spent the last 3 years researching and developing Smartwatches and now plans to release Orsto’s most advanced Smartwatch yet to take full advantage of a new and emerging market set to sell 36 million units per annum by 2018. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_4ee4d8a823a7230341241b0ce01086c7.jpg"
"13","Compare and Share Limited ","Benita Matofska","Internet Business,Technology","169%","£84,730","£50,000 ","100","6.25%","8"," 100%","City of Westminster, London","EIS,SEIS","16","45","5","Compare and Share (C&S) is a provider of technology-based solutions for asset-sharing, enabling consumers and companies to access and exploit the world’s under-used assets. Asset-sharing is a growing trend increasingly being referred to as the “Sharing Economy”.They are uniquely positioned to exploit this opportunity by aggregating sites like Zipcar and Airbnb on one platform alongside solutions to help companies maximise their unused resources. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_74b56492b407454a7f38746ea96e49da.jpg"
"14","Purple Harry ","Richard Hargreaves","Retail,Consumer products,Sport & Leisure","37%","£28,020","£75,000 ","61","20.00%","29"," 37%","Derby","EIS,","148","41","36","Purple Harry is an innovative cycling accessory company that entered the market with a simple but effective product to clean the most inaccessible areas of a bicycle and its components. From this a complimentary range was developed and since launch the company has enjoyed positive reviews from the industry press, qualified mechanics , professional cycling teams and amateur riders plus an invitation to be an official product supplier of the Tour of Britain for 2013.Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_e74c7a59e11091151b334d948db782e4.jpg"
"15","Daniel & Lade ","OLUWASEUN DANIEL ORIJA","Art and Design,Retail,Consumer products","2%","£650","£30,000 ","11","20.00%","25"," 6%","Lambeth, London","EIS,SEIS","21","12","7","Daniel & Lade provides bespoke garments & shoes for men at affordable prices. With our online 3D platform, clients can design their garments and shoes at their convenience and affordable prices. The UK's £44bn fashion market is predicted to grow 3.4 per cent this year and with our ability to design unique products and supply them quickly, we believe that DANIEL & LADE can take full advantage of this. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_55f7861e750955baa5b3485265be3060.jpg"
"16","Optimal Hosting ","Robert Benwell","IT and Telecommunications ,Internet Business,Technology","1%","£7,510","£400,000 ","9","10.00%","53"," 6%","Islington, London","EIS,SEIS","10","1","3","Optimal Hosting was founded in July 2012 with the aim of delivering a highly reliable cloud-based web hosting solution to small and medium sized businesses for a low fixed price. They now have servers based around Europe and in various parts of the USA, which offers their clients a cloud infrastructure with unlimited data. They plan on entering three new international markets within the next 12 months. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_a085ec4c960683068439ecd6a91f3eb6.jpg"
"17","DisarmCo ","Arpana Gandhi / CEO","Manufacturing,Professional and Business Services,Environmental and Ethical","50%","£76,420","£150,000 ","43","25.00%","24"," 50%","Southend-on-Sea","EIS,SEIS","0","3","0","DisarmCo’s product enables the disposal of landmines in a simple, cost effective and environmentally friendly way. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/1/1_5abf7c4465157d5ff0c0867dede189e0.jpg"
"18","Tidy Books ","Geraldine GRANDIDIER","Manufacturing,Retail,Consumer products","36%","£27,460","£75,000 ","41","7.50%","39"," 36%","Waltham Forest, London","EIS,","55","57","15","Tidy Books makes award winning, innovative and eco-friendly storage and bookcases that get kids reading! They are a favourite with parents and are sold via John Lewis and other major retailers. Our designs and business model are scalable for international growth, making inroads into the US, Australia and Europe with a number of retailers already established. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_cca91eef875111fc95c8104bf5054151.jpg"
"19","EMpak ","The EMpak Team","Manufacturing,Health & Fitness,Consumer products","2%","£4,670","£200,000 ","10","10.00%","39"," 6%","Tiverton, Devon","EIS,SEIS","5","17","5","EMpak is a convenient medication delivery and packaging solution. The system contains two foil sealed capsules, water and a cup. Designed to be small enough to fit in a handbag, pocket, rucksack or glove compartment for use while on the go and is suitable for pain relief, antihistamines, travel sickness, period pain, migraine and more. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_7e94a87a6e8364f6307d4f731dbacc27.jpg"
"20","Stockmarket Casino ","the STOCKMARKET CASINO Team","Media and Creative Services,Internet Business,Technology","1%","£120","£500,000 ","3","12.60%","10"," 6%","Camden, London","-,","0","3","0","Stockmarket Casino is building an online trading community, which will use a virtual gaming environment to allow traders to compete against each other in games of skill that replicate actual trading classes and conditions. One of its key features will be the “Champion Trader” leader board. This feature is designed to attract and increase competitiveness amongst a core group of skilled traders. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_875a30f5c867b8c3b31f083eb8bd4fe8.jpg"
"21","Music Gateway ","Jon Skinner","Media and Creative Services,Professional and Business Services,Internet Business","7%","£9,900","£125,000 ","22","15.00%","46"," 10%","South Nutfield, Surrey","EIS,","2","7","8","Music Gateway streamlines the way musicians connect globally. The company, which offers a low cost, scalable solution, has gained 10,000 users, 600 projects and 2,800 pitches since its launch in August representing a 62% growth. With low overheads, proof of market and a high gross margin, Music Gateway plans to grow and scale further through volume user acquisition. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_5bb9c04731e7dfd1688bf8d26d15c2b8.jpg"
"22","Chateau Rouge - Gourmet Luxury Foods ","Seán Farrell","Food and Drink,Retail,Consumer products","19%","£15,400","£80,000 ","13","20.00%","32"," 19%","Tower Hamlets, London","EIS,","22","12","2","Chateau Rouge (CR) is a London-based boutique luxury branded goods business, currently sourcing and selling specialty teas both online and in high-end retail outlets. Plans are in place to expand the range to include premium coffee, chocolate and other specialty food products, to further establish the European business and export internationally from London. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_86b716a932fc2a16737172044957f3d0.jpg"
"23","Crowdbuild ","The Team","Internet Business","12%","£18,920","£150,000 ","32","15.00%","29"," 12%","Banstead, Surrey","SEIS,","0","0","0","Crowdbuild is a new crowdfunding website which focuses on peer-to-peer lending. Their platform brings property developers together with retail investors (the public) who will be offered equity stakes in individual property development and refurbishment projects. Their aim is to become the leading p2p platform in the UK for retail investors funding residential property developments. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_1cf6df719edc700f4ce1d33e137d2f22.jpg"
"24","TasterLab ","Ben Chappell","Internet Business","29%","£51,690","£175,000 ","26","14.00%","22"," 29%","Farringdon, London","EIS,","0","3","0","TasterLab is an award winning website that aims to make it as easy as possible for people to try new things, discover what they love doing and connect with others with similar interests. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_153ac7a2eb307d0fe8d258f2b84a6b19.jpg"
"25","Doctor Wellgood ","Al Campbell","Education,Health & Fitness,Sport & Leisure","10%","£10,900","£100,000 ","25","13.87%","46"," 10%","Cranleigh, Surrey","EIS,SEIS","0","0","0","Launched in February 2013, Doctor Wellgood is an online publishing venture that is dedicated to the lifestyle, wellbeing and health of young adults. The website creates an online environment that talks to them about issues that concern them in an engaging way.With minimal marketing spend the site has already had over 80,000 page views to 33,000 visitors. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_7426d14a93dfdeea851fa859ae9a4fbf.jpg"
"26","IQ Money ","Sean Webb","Media and Creative Services,Internet Business,Technology","3%","£4,790","£150,000 ","9","3.00%","50"," 8%","Camden, London","-,","6","2","1","IQ Money is a financial services company which is building a revolutionary new kind of trading platform combining social networking, play trading and real financial trading. Social Trading is the revolutionary combination... Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_ca6e7eef949dde52b89829b451f50226.jpg"
"27","SegKind ","Rob Gray and Gideon Elichaoff","Leisure and Tourism,Sport & Leisure","54%","£54,160","£100,000 ","32","12.00%","2"," 54%","Barnet, Greater London","EIS,","0","0","0","SegKind provides consumer and corporate Segway experiences at 9 off-road tracks with it's SegRally brand Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/1/1_1ad0468abbcf1d428221c0e98cc91e3c.jpg"
"28","WallJAM ","Tim Worboys","Health & Fitness,Technology,Sport & Leisure","48%","£48,000","£100,000 ","25","10.00%","40"," 48%","Stevenage, Hertfordshire","EIS,","2","5","1","WallJAM is a shaped, interactive rebound wall and sports activity zone, designed to get people of all age groups and ability levels active, in a fun and intuitive way. WallJAM aims to significantly drive sports participation levels across the UK through repackaging the way sport is delivered at grass root level. The shape, material and graphics encourage repetition, with scope to deliver a ‘predictably unpredictable’ ball return. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/1/1_4577854f541bf912f90cc80450da5833.jpg"
"29","ViralFilmNetwork ","Simon Vause","Internet Business,Technology,Film, TV and Theatre","1%","£110","£150,000 ","2","35.00%","48"," 6%","Wakefield, West Yorkshire","SEIS,","0","2","0","The ViralFilmNetwork is a platform which will facilitate the creation and distribution of films. The concept allows every part of the film making process, from selecting a script, all the way through to deciding how a trailer is cut, to be turned over to the film going public. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_84c110a8eaf64bc7bf7b52b5529a0a42.jpg"
"30","Ellis Rugby Pride in the Jersey ","Kevin Ellis","Other,Consumer products","3%","£5,270","£150,000 ","6","20.00%","27"," 8%","Harrogate, North Yorkshire","EIS,SEIS","0","0","1","Ellis Rugby is a brand of clothing based around Rugby Heritage. The inspiration for the design and marketing of their garments is derived from the rich history of the game of Rugby Football. Their unique approach to design begins by researching historic events in the game to create a 'concept'. The story of the garment is a major USP of the brand. They aim to produce premium quality products manufactured to the highest possible standards. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_e9460fac915b6f8f6e47d989c37da52d.jpg"
"31","Company Jobs Direct ","Nigel Demming","IT and Telecommunications ,Professional and Business Services,Internet Business","1%","£610","£40,000 ","3","25.00%","20"," 6%","Brent, London","SEIS,","0","0","0","Company Jobs Direct Ltd is a new e-recruitment company that aspires to be the UK's first Careers web page directory, providing a brand new way for people to find work by giving them direct access to the Careers pages of the major UK employers all from a single portal. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_6b442b1adf636e114541c44da9cc6363.jpg"
"32","Cyclo Publishing Limited [CPL] ","Derek Scanlon","IT and Telecommunications ,Media and Creative Services,Sport & Leisure","1%","£70","£275,000 ","3","55.00%","41"," 6%","Coton, Cambridgeshire","EIS,SEIS","0","0","0","Cyclo Publishing Limited, which uses a mixture of open source and bespoke development, has published a series of specialist digital magazine titles focused on niche, sports sectors – cycling, triathlon, running, rugby and more. Its first in-house title - Cyclo Magazine - was launched in September 2011 for Web, Mobile and iPad. They have since added  TriGear and Running Monkey with a Rugby title to launch next year. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_7501e842cd9262033117509477c5504a.jpg"
"33","Foods You Can ","Bunmi Scott","Food and Drink,Retail,Internet Business","1%","£210","£100,000 ","4","19.00%","36"," 6%","Sheffield, South Yorkshire","EIS,SEIS","0","0","0","Foods You Can is a free-from website for consumers with food allergies, intolerance and other health issues. The website allows visitors to search by ingredients they don’t want and find information on foods they can eat and where they can buy or try them. They not only offer information on free-from foods but also foods for mums and babies, places to eat, holiday destinations, and recipes.They aim to be the 'one stop shop' for all types of free-from customers. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_0a3a051cdc8ad9ac8e4c156d8c1dd372.jpg"
"34","Inner Geek Education ","Nadia Bentoua, Lala Day and Lucinda Boella","Education,Internet Business,Technology","1%","£60","£150,000 ","2","20.00%","35"," 6%","Islington, London","EIS,SEIS","0","1","0","Inner Geek Ltd is a developer of education based apps. The company will be filling a niche for the GCSE market by creating products which are interactive and engaging. The apps will be viewable by both teachers and students, resulting in two way communication and allowing for students to learn whilst they are on the move. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_f41814180fa5c490a0f1e2f8150984bb.jpg"
"35","Free Beer ","Bradley Channer and Bram Vis","Food and Drink,Technology","1%","£50","£180,000 ","3","15.00%","5"," 6%","City of Westminster, London","EIS,SEIS","1","1","0","The Free Beer app helps beer drinkers, bars, pubs, breweries and marketing agencies by giving away free beer and collecting data. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_f6ee0c47cdd5d6ec5ae0218ab0e3f02e.jpg"
"36","GamerDating ","James Palmer","Leisure and Tourism,Internet Business,Technology","14%","£28,530","£200,000 ","5","10.00%","11"," 14%","City of London, London","EIS,SEIS","1","6","0","GamerDating is a subscription based dating network for Gamers. Users are given the ability to communicate through either subscription payment or unlocking through its gamified reward system. The service also presents banner ads and other promotions to generate advertising revenue. The service also sells and promotes other gaming and related products to its core demographic as another revenue stream. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/2/1_59fd877d441136a78fef6ba29d2c0fe8.jpg"
"37","Fusion @ London (Fashion Strikes) ","Angela Udemba","Media and Creative Services,Retail,Internet Business","1%","£550","£150,000 ","7","20.00%","36"," 6%","Richmond, Greater London","EIS,SEIS","0","0","0","Fashion strikes are designed to tap into this global fashion market and shake up the industry in a positive way. The online platform will unite fashion consumers with the fashion industry on a social platform, brought to life annually with a fashion show spectacle that celebrates the site’s best brands and designers. Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/1/1_535eb2a99574358fe70c96e072aa3ca0.jpg"
"38","Organic Hospitality ","Graeme Kerr","Media and Creative Services,Internet Business,Technology","3%","£4,120","£150,000 ","7","15.00%","28"," 8%","Bearsden, East Dunbartonshire","EIS,","0","0","0","We are a small but highly skilled award winning web development, design and marketing agency looking for your investment.We recently refocussed the business on the hotel, tourism and e-commerce sectors, enabling us to utilise our... Read full pitch","http://www.crowdcube.com/files/pitch_pics/thumbs/200x150/1/1_22bf0e4aabbb665bd96293fa36213492.jpg"
